文字	面区点	水準	Unicode	UTF16
稘	1-67-37	第2水準	U+7A18	0x7A18
稙	1-67-38	第2水準	U+7A19	0x7A19
稠	1-67-39	第2水準	U+7A20	0x7A20
稟	1-67-40	第2水準	U+7A1F	0x7A1F
禀	1-67-41	第2水準	U+7980	0x7980
稱	1-67-42	第2水準	U+7A31	0x7A31
稻	1-67-43	第2水準	U+7A3B	0x7A3B
稾	1-67-44	第2水準	U+7A3E	0x7A3E
稷	1-67-45	第2水準	U+7A37	0x7A37
穃	1-67-46	第2水準	U+7A43	0x7A43
穗	1-67-47	第2水準	U+7A57	0x7A57
穉	1-67-48	第2水準	U+7A49	0x7A49
穡	1-67-49	第2水準	U+7A61	0x7A61
穢	1-67-50	第2水準	U+7A62	0x7A62
穩	1-67-51	第2水準	U+7A69	0x7A69
龝	1-67-52	第2水準	U+9F9D	0x9F9D
穰	1-67-53	第2水準	U+7A70	0x7A70
穹	1-67-54	第2水準	U+7A79	0x7A79
穽	1-67-55	第2水準	U+7A7D	0x7A7D
窈	1-67-56	第2水準	U+7A88	0x7A88
窗	1-67-57	第2水準	U+7A97	0x7A97
窕	1-67-58	第2水準	U+7A95	0x7A95
窘	1-67-59	第2水準	U+7A98	0x7A98
窖	1-67-60	第2水準	U+7A96	0x7A96
窩	1-67-61	第2水準	U+7AA9	0x7AA9
竈	1-67-62	第2水準	U+7AC8	0x7AC8
窰	1-67-63	第2水準	U+7AB0	0x7AB0
窶	1-67-64	第2水準	U+7AB6	0x7AB6
竅	1-67-65	第2水準	U+7AC5	0x7AC5
竄	1-67-66	第2水準	U+7AC4	0x7AC4
窿	1-67-67	第2水準	U+7ABF	0x7ABF
邃	1-67-68	第2水準	U+9083	0x9083
竇	1-67-69	第2水準	U+7AC7	0x7AC7
竊	1-67-70	第2水準	U+7ACA	0x7ACA
竍	1-67-71	第2水準	U+7ACD	0x7ACD
竏	1-67-72	第2水準	U+7ACF	0x7ACF
竕	1-67-73	第2水準	U+7AD5	0x7AD5
竓	1-67-74	第2水準	U+7AD3	0x7AD3
站	1-67-75	第2水準	U+7AD9	0x7AD9
竚	1-67-76	第2水準	U+7ADA	0x7ADA
竝	1-67-77	第2水準	U+7ADD	0x7ADD
竡	1-67-78	第2水準	U+7AE1	0x7AE1
竢	1-67-79	第2水準	U+7AE2	0x7AE2
竦	1-67-80	第2水準	U+7AE6	0x7AE6
竭	1-67-81	第2水準	U+7AED	0x7AED
竰	1-67-82	第2水準	U+7AF0	0x7AF0
笂	1-67-83	第2水準	U+7B02	0x7B02
笏	1-67-84	第2水準	U+7B0F	0x7B0F
笊	1-67-85	第2水準	U+7B0A	0x7B0A
笆	1-67-86	第2水準	U+7B06	0x7B06
笳	1-67-87	第2水準	U+7B33	0x7B33
笘	1-67-88	第2水準	U+7B18	0x7B18
笙	1-67-89	第2水準	U+7B19	0x7B19
笞	1-67-90	第2水準	U+7B1E	0x7B1E
笵	1-67-91	第2水準	U+7B35	0x7B35
笨	1-67-92	第2水準	U+7B28	0x7B28
笶	1-67-93	第2水準	U+7B36	0x7B36
筐	1-67-94	第2水準	U+7B50	0x7B50
筺	1-68-01	第2水準	U+7B7A	0x7B7A
笄	1-68-02	第2水準	U+7B04	0x7B04
筍	1-68-03	第2水準	U+7B4D	0x7B4D
笋	1-68-04	第2水準	U+7B0B	0x7B0B
筌	1-68-05	第2水準	U+7B4C	0x7B4C
筅	1-68-06	第2水準	U+7B45	0x7B45
筵	1-68-07	第2水準	U+7B75	0x7B75
筥	1-68-08	第2水準	U+7B65	0x7B65
筴	1-68-09	第2水準	U+7B74	0x7B74
筧	1-68-10	第2水準	U+7B67	0x7B67
筰	1-68-11	第2水準	U+7B70	0x7B70
筱	1-68-12	第2水準	U+7B71	0x7B71
筬	1-68-13	第2水準	U+7B6C	0x7B6C
筮	1-68-14	第2水準	U+7B6E	0x7B6E
箝	1-68-15	第2水準	U+7B9D	0x7B9D
箘	1-68-16	第2水準	U+7B98	0x7B98
箟	1-68-17	第2水準	U+7B9F	0x7B9F
箍	1-68-18	第2水準	U+7B8D	0x7B8D
箜	1-68-19	第2水準	U+7B9C	0x7B9C
箚	1-68-20	第2水準	U+7B9A	0x7B9A
箋	1-68-21	第2水準	U+7B8B	0x7B8B
箒	1-68-22	第2水準	U+7B92	0x7B92
箏	1-68-23	第2水準	U+7B8F	0x7B8F
筝	1-68-24	第2水準	U+7B5D	0x7B5D
箙	1-68-25	第2水準	U+7B99	0x7B99
篋	1-68-26	第2水準	U+7BCB	0x7BCB
篁	1-68-27	第2水準	U+7BC1	0x7BC1
篌	1-68-28	第2水準	U+7BCC	0x7BCC
篏	1-68-29	第2水準	U+7BCF	0x7BCF
箴	1-68-30	第2水準	U+7BB4	0x7BB4
篆	1-68-31	第2水準	U+7BC6	0x7BC6
篝	1-68-32	第2水準	U+7BDD	0x7BDD
篩	1-68-33	第2水準	U+7BE9	0x7BE9
簑	1-68-34	第2水準	U+7C11	0x7C11
簔	1-68-35	第2水準	U+7C14	0x7C14
篦	1-68-36	第2水準	U+7BE6	0x7BE6
篥	1-68-37	第2水準	U+7BE5	0x7BE5
籠	1-68-38	第2水準	U+7C60	0x7C60
簀	1-68-39	第2水準	U+7C00	0x7C00
簇	1-68-40	第2水準	U+7C07	0x7C07
簓	1-68-41	第2水準	U+7C13	0x7C13
篳	1-68-42	第2水準	U+7BF3	0x7BF3
篷	1-68-43	第2水準	U+7BF7	0x7BF7
簗	1-68-44	第2水準	U+7C17	0x7C17
簍	1-68-45	第2水準	U+7C0D	0x7C0D
篶	1-68-46	第2水準	U+7BF6	0x7BF6
簣	1-68-47	第2水準	U+7C23	0x7C23
簧	1-68-48	第2水準	U+7C27	0x7C27
簪	1-68-49	第2水準	U+7C2A	0x7C2A
簟	1-68-50	第2水準	U+7C1F	0x7C1F
簷	1-68-51	第2水準	U+7C37	0x7C37
簫	1-68-52	第2水準	U+7C2B	0x7C2B
簽	1-68-53	第2水準	U+7C3D	0x7C3D
籌	1-68-54	第2水準	U+7C4C	0x7C4C
籃	1-68-55	第2水準	U+7C43	0x7C43
籔	1-68-56	第2水準	U+7C54	0x7C54
籏	1-68-57	第2水準	U+7C4F	0x7C4F
籀	1-68-58	第2水準	U+7C40	0x7C40
籐	1-68-59	第2水準	U+7C50	0x7C50
籘	1-68-60	第2水準	U+7C58	0x7C58
籟	1-68-61	第2水準	U+7C5F	0x7C5F
籤	1-68-62	第2水準	U+7C64	0x7C64
籖	1-68-63	第2水準	U+7C56	0x7C56
籥	1-68-64	第2水準	U+7C65	0x7C65
籬	1-68-65	第2水準	U+7C6C	0x7C6C
籵	1-68-66	第2水準	U+7C75	0x7C75
粃	1-68-67	第2水準	U+7C83	0x7C83
粐	1-68-68	第2水準	U+7C90	0x7C90
粤	1-68-69	第2水準	U+7CA4	0x7CA4
粭	1-68-70	第2水準	U+7CAD	0x7CAD
粢	1-68-71	第2水準	U+7CA2	0x7CA2
粫	1-68-72	第2水準	U+7CAB	0x7CAB
粡	1-68-73	第2水準	U+7CA1	0x7CA1
粨	1-68-74	第2水準	U+7CA8	0x7CA8
粳	1-68-75	第2水準	U+7CB3	0x7CB3
粲	1-68-76	第2水準	U+7CB2	0x7CB2
粱	1-68-77	第2水準	U+7CB1	0x7CB1
粮	1-68-78	第2水準	U+7CAE	0x7CAE
粹	1-68-79	第2水準	U+7CB9	0x7CB9
粽	1-68-80	第2水準	U+7CBD	0x7CBD
糀	1-68-81	第2水準	U+7CC0	0x7CC0
糅	1-68-82	第2水準	U+7CC5	0x7CC5
糂	1-68-83	第2水準	U+7CC2	0x7CC2
糘	1-68-84	第2水準	U+7CD8	0x7CD8
糒	1-68-85	第2水準	U+7CD2	0x7CD2
糜	1-68-86	第2水準	U+7CDC	0x7CDC
糢	1-68-87	第2水準	U+7CE2	0x7CE2
鬻	1-68-88	第2水準	U+9B3B	0x9B3B
糯	1-68-89	第2水準	U+7CEF	0x7CEF
糲	1-68-90	第2水準	U+7CF2	0x7CF2
糴	1-68-91	第2水準	U+7CF4	0x7CF4
糶	1-68-92	第2水準	U+7CF6	0x7CF6
糺	1-68-93	第2水準	U+7CFA	0x7CFA
紆	1-68-94	第2水準	U+7D06	0x7D06
紂	1-69-01	第2水準	U+7D02	0x7D02
紜	1-69-02	第2水準	U+7D1C	0x7D1C
紕	1-69-03	第2水準	U+7D15	0x7D15
紊	1-69-04	第2水準	U+7D0A	0x7D0A
絅	1-69-05	第2水準	U+7D45	0x7D45
絋	1-69-06	第2水準	U+7D4B	0x7D4B
紮	1-69-07	第2水準	U+7D2E	0x7D2E
紲	1-69-08	第2水準	U+7D32	0x7D32
紿	1-69-09	第2水準	U+7D3F	0x7D3F
紵	1-69-10	第2水準	U+7D35	0x7D35
絆	1-69-11	第2水準	U+7D46	0x7D46
絳	1-69-12	第2水準	U+7D73	0x7D73
絖	1-69-13	第2水準	U+7D56	0x7D56
絎	1-69-14	第2水準	U+7D4E	0x7D4E
絲	1-69-15	第2水準	U+7D72	0x7D72
絨	1-69-16	第2水準	U+7D68	0x7D68
絮	1-69-17	第2水準	U+7D6E	0x7D6E
絏	1-69-18	第2水準	U+7D4F	0x7D4F
絣	1-69-19	第2水準	U+7D63	0x7D63
經	1-69-20	第2水準	U+7D93	0x7D93
綉	1-69-21	第2水準	U+7D89	0x7D89
絛	1-69-22	第2水準	U+7D5B	0x7D5B
綏	1-69-23	第2水準	U+7D8F	0x7D8F
絽	1-69-24	第2水準	U+7D7D	0x7D7D
綛	1-69-25	第2水準	U+7D9B	0x7D9B
綺	1-69-26	第2水準	U+7DBA	0x7DBA
綮	1-69-27	第2水準	U+7DAE	0x7DAE
綣	1-69-28	第2水準	U+7DA3	0x7DA3
綵	1-69-29	第2水準	U+7DB5	0x7DB5
緇	1-69-30	第2水準	U+7DC7	0x7DC7
綽	1-69-31	第2水準	U+7DBD	0x7DBD
綫	1-69-32	第2水準	U+7DAB	0x7DAB
總	1-69-33	第2水準	U+7E3D	0x7E3D
綢	1-69-34	第2水準	U+7DA2	0x7DA2
綯	1-69-35	第2水準	U+7DAF	0x7DAF
緜	1-69-36	第2水準	U+7DDC	0x7DDC
綸	1-69-37	第2水準	U+7DB8	0x7DB8
綟	1-69-38	第2水準	U+7D9F	0x7D9F
綰	1-69-39	第2水準	U+7DB0	0x7DB0
緘	1-69-40	第2水準	U+7DD8	0x7DD8
緝	1-69-41	第2水準	U+7DDD	0x7DDD
緤	1-69-42	第2水準	U+7DE4	0x7DE4
緞	1-69-43	第2水準	U+7DDE	0x7DDE
緻	1-69-44	第2水準	U+7DFB	0x7DFB
緲	1-69-45	第2水準	U+7DF2	0x7DF2
緡	1-69-46	第2水準	U+7DE1	0x7DE1
縅	1-69-47	第2水準	U+7E05	0x7E05
縊	1-69-48	第2水準	U+7E0A	0x7E0A
縣	1-69-49	第2水準	U+7E23	0x7E23
縡	1-69-50	第2水準	U+7E21	0x7E21
縒	1-69-51	第2水準	U+7E12	0x7E12
縱	1-69-52	第2水準	U+7E31	0x7E31
縟	1-69-53	第2水準	U+7E1F	0x7E1F
縉	1-69-54	第2水準	U+7E09	0x7E09
縋	1-69-55	第2水準	U+7E0B	0x7E0B
縢	1-69-56	第2水準	U+7E22	0x7E22
繆	1-69-57	第2水準	U+7E46	0x7E46
繦	1-69-58	第2水準	U+7E66	0x7E66
縻	1-69-59	第2水準	U+7E3B	0x7E3B
縵	1-69-60	第2水準	U+7E35	0x7E35
縹	1-69-61	第2水準	U+7E39	0x7E39
繃	1-69-62	第2水準	U+7E43	0x7E43
縷	1-69-63	第2水準	U+7E37	0x7E37
縲	1-69-64	第2水準	U+7E32	0x7E32
縺	1-69-65	第2水準	U+7E3A	0x7E3A
繧	1-69-66	第2水準	U+7E67	0x7E67
繝	1-69-67	第2水準	U+7E5D	0x7E5D
繖	1-69-68	第2水準	U+7E56	0x7E56
繞	1-69-69	第2水準	U+7E5E	0x7E5E
繙	1-69-70	第2水準	U+7E59	0x7E59
繚	1-69-71	第2水準	U+7E5A	0x7E5A
繹	1-69-72	第2水準	U+7E79	0x7E79
繪	1-69-73	第2水準	U+7E6A	0x7E6A
繩	1-69-74	第2水準	U+7E69	0x7E69
繼	1-69-75	第2水準	U+7E7C	0x7E7C
繻	1-69-76	第2水準	U+7E7B	0x7E7B
纃	1-69-77	第2水準	U+7E83	0x7E83
緕	1-69-78	第2水準	U+7DD5	0x7DD5
繽	1-69-79	第2水準	U+7E7D	0x7E7D
辮	1-69-80	第2水準	U+8FAE	0x8FAE
繿	1-69-81	第2水準	U+7E7F	0x7E7F
纈	1-69-82	第2水準	U+7E88	0x7E88
纉	1-69-83	第2水準	U+7E89	0x7E89
續	1-69-84	第2水準	U+7E8C	0x7E8C
纒	1-69-85	第2水準	U+7E92	0x7E92
纐	1-69-86	第2水準	U+7E90	0x7E90
纓	1-69-87	第2水準	U+7E93	0x7E93
纔	1-69-88	第2水準	U+7E94	0x7E94
纖	1-69-89	第2水準	U+7E96	0x7E96
纎	1-69-90	第2水準	U+7E8E	0x7E8E
纛	1-69-91	第2水準	U+7E9B	0x7E9B
纜	1-69-92	第2水準	U+7E9C	0x7E9C
缸	1-69-93	第2水準	U+7F38	0x7F38
缺	1-69-94	第2水準	U+7F3A	0x7F3A
罅	1-70-01	第2水準	U+7F45	0x7F45
罌	1-70-02	第2水準	U+7F4C	0x7F4C
罍	1-70-03	第2水準	U+7F4D	0x7F4D
罎	1-70-04	第2水準	U+7F4E	0x7F4E
罐	1-70-05	第2水準	U+7F50	0x7F50
网	1-70-06	第2水準	U+7F51	0x7F51
罕	1-70-07	第2水準	U+7F55	0x7F55
罔	1-70-08	第2水準	U+7F54	0x7F54
罘	1-70-09	第2水準	U+7F58	0x7F58
罟	1-70-10	第2水準	U+7F5F	0x7F5F
罠	1-70-11	第2水準	U+7F60	0x7F60
罨	1-70-12	第2水準	U+7F68	0x7F68
罩	1-70-13	第2水準	U+7F69	0x7F69
罧	1-70-14	第2水準	U+7F67	0x7F67
罸	1-70-15	第2水準	U+7F78	0x7F78
羂	1-70-16	第2水準	U+7F82	0x7F82
羆	1-70-17	第2水準	U+7F86	0x7F86
羃	1-70-18	第2水準	U+7F83	0x7F83
羈	1-70-19	第2水準	U+7F88	0x7F88
羇	1-70-20	第2水準	U+7F87	0x7F87
羌	1-70-21	第2水準	U+7F8C	0x7F8C
羔	1-70-22	第2水準	U+7F94	0x7F94
羞	1-70-23	第2水準	U+7F9E	0x7F9E
羝	1-70-24	第2水準	U+7F9D	0x7F9D
羚	1-70-25	第2水準	U+7F9A	0x7F9A
羣	1-70-26	第2水準	U+7FA3	0x7FA3
羯	1-70-27	第2水準	U+7FAF	0x7FAF
羲	1-70-28	第2水準	U+7FB2	0x7FB2
羹	1-70-29	第2水準	U+7FB9	0x7FB9
羮	1-70-30	第2水準	U+7FAE	0x7FAE
羶	1-70-31	第2水準	U+7FB6	0x7FB6
羸	1-70-32	第2水準	U+7FB8	0x7FB8
譱	1-70-33	第2水準	U+8B71	0x8B71
翅	1-70-34	第2水準	U+7FC5	0x7FC5
翆	1-70-35	第2水準	U+7FC6	0x7FC6
翊	1-70-36	第2水準	U+7FCA	0x7FCA
翕	1-70-37	第2水準	U+7FD5	0x7FD5
翔	1-70-38	第2水準	U+7FD4	0x7FD4
翡	1-70-39	第2水準	U+7FE1	0x7FE1
翦	1-70-40	第2水準	U+7FE6	0x7FE6
翩	1-70-41	第2水準	U+7FE9	0x7FE9
翳	1-70-42	第2水準	U+7FF3	0x7FF3
翹	1-70-43	第2水準	U+7FF9	0x7FF9
飜	1-70-44	第2水準	U+98DC	0x98DC
耆	1-70-45	第2水準	U+8006	0x8006
耄	1-70-46	第2水準	U+8004	0x8004
耋	1-70-47	第2水準	U+800B	0x800B
耒	1-70-48	第2水準	U+8012	0x8012
耘	1-70-49	第2水準	U+8018	0x8018
耙	1-70-50	第2水準	U+8019	0x8019
耜	1-70-51	第2水準	U+801C	0x801C
耡	1-70-52	第2水準	U+8021	0x8021
耨	1-70-53	第2水準	U+8028	0x8028
耿	1-70-54	第2水準	U+803F	0x803F
耻	1-70-55	第2水準	U+803B	0x803B
聊	1-70-56	第2水準	U+804A	0x804A
聆	1-70-57	第2水準	U+8046	0x8046
聒	1-70-58	第2水準	U+8052	0x8052
聘	1-70-59	第2水準	U+8058	0x8058
聚	1-70-60	第2水準	U+805A	0x805A
聟	1-70-61	第2水準	U+805F	0x805F
聢	1-70-62	第2水準	U+8062	0x8062
聨	1-70-63	第2水準	U+8068	0x8068
聳	1-70-64	第2水準	U+8073	0x8073
聲	1-70-65	第2水準	U+8072	0x8072
聰	1-70-66	第2水準	U+8070	0x8070
聶	1-70-67	第2水準	U+8076	0x8076
聹	1-70-68	第2水準	U+8079	0x8079
聽	1-70-69	第2水準	U+807D	0x807D
聿	1-70-70	第2水準	U+807F	0x807F
肄	1-70-71	第2水準	U+8084	0x8084
肆	1-70-72	第2水準	U+8086	0x8086
肅	1-70-73	第2水準	U+8085	0x8085
肛	1-70-74	第2水準	U+809B	0x809B
肓	1-70-75	第2水準	U+8093	0x8093
肚	1-70-76	第2水準	U+809A	0x809A
肭	1-70-77	第2水準	U+80AD	0x80AD
冐	1-70-78	第2水準	U+5190	0x5190
肬	1-70-79	第2水準	U+80AC	0x80AC
胛	1-70-80	第2水準	U+80DB	0x80DB
胥	1-70-81	第2水準	U+80E5	0x80E5
胙	1-70-82	第2水準	U+80D9	0x80D9
胝	1-70-83	第2水準	U+80DD	0x80DD
胄	1-70-84	第2水準	U+80C4	0x80C4
胚	1-70-85	第2水準	U+80DA	0x80DA
胖	1-70-86	第2水準	U+80D6	0x80D6
脉	1-70-87	第2水準	U+8109	0x8109
胯	1-70-88	第2水準	U+80EF	0x80EF
胱	1-70-89	第2水準	U+80F1	0x80F1
脛	1-70-90	第2水準	U+811B	0x811B
脩	1-70-91	第2水準	U+8129	0x8129
脣	1-70-92	第2水準	U+8123	0x8123
脯	1-70-93	第2水準	U+812F	0x812F
腋	1-70-94	第2水準	U+814B	0x814B
隋	1-71-01	第2水準	U+968B	0x968B
腆	1-71-02	第2水準	U+8146	0x8146
脾	1-71-03	第2水準	U+813E	0x813E
腓	1-71-04	第2水準	U+8153	0x8153
腑	1-71-05	第2水準	U+8151	0x8151
胼	1-71-06	第2水準	U+80FC	0x80FC
腱	1-71-07	第2水準	U+8171	0x8171
腮	1-71-08	第2水準	U+816E	0x816E
腥	1-71-09	第2水準	U+8165	0x8165
腦	1-71-10	第2水準	U+8166	0x8166
腴	1-71-11	第2水準	U+8174	0x8174
膃	1-71-12	第2水準	U+8183	0x8183
膈	1-71-13	第2水準	U+8188	0x8188
膊	1-71-14	第2水準	U+818A	0x818A
膀	1-71-15	第2水準	U+8180	0x8180
膂	1-71-16	第2水準	U+8182	0x8182
膠	1-71-17	第2水準	U+81A0	0x81A0
膕	1-71-18	第2水準	U+8195	0x8195
膤	1-71-19	第2水準	U+81A4	0x81A4
膣	1-71-20	第2水準	U+81A3	0x81A3
腟	1-71-21	第2水準	U+815F	0x815F
膓	1-71-22	第2水準	U+8193	0x8193
膩	1-71-23	第2水準	U+81A9	0x81A9
膰	1-71-24	第2水準	U+81B0	0x81B0
膵	1-71-25	第2水準	U+81B5	0x81B5
膾	1-71-26	第2水準	U+81BE	0x81BE
膸	1-71-27	第2水準	U+81B8	0x81B8
膽	1-71-28	第2水準	U+81BD	0x81BD
臀	1-71-29	第2水準	U+81C0	0x81C0
臂	1-71-30	第2水準	U+81C2	0x81C2
膺	1-71-31	第2水準	U+81BA	0x81BA
臉	1-71-32	第2水準	U+81C9	0x81C9
臍	1-71-33	第2水準	U+81CD	0x81CD
臑	1-71-34	第2水準	U+81D1	0x81D1
臙	1-71-35	第2水準	U+81D9	0x81D9
臘	1-71-36	第2水準	U+81D8	0x81D8
臈	1-71-37	第2水準	U+81C8	0x81C8
臚	1-71-38	第2水準	U+81DA	0x81DA
臟	1-71-39	第2水準	U+81DF	0x81DF
臠	1-71-40	第2水準	U+81E0	0x81E0
臧	1-71-41	第2水準	U+81E7	0x81E7
臺	1-71-42	第2水準	U+81FA	0x81FA
臻	1-71-43	第2水準	U+81FB	0x81FB
臾	1-71-44	第2水準	U+81FE	0x81FE
舁	1-71-45	第2水準	U+8201	0x8201
舂	1-71-46	第2水準	U+8202	0x8202
舅	1-71-47	第2水準	U+8205	0x8205
與	1-71-48	第2水準	U+8207	0x8207
舊	1-71-49	第2水準	U+820A	0x820A
舍	1-71-50	第2水準	U+820D	0x820D
舐	1-71-51	第2水準	U+8210	0x8210
舖	1-71-52	第2水準	U+8216	0x8216
舩	1-71-53	第2水準	U+8229	0x8229
舫	1-71-54	第2水準	U+822B	0x822B
舸	1-71-55	第2水準	U+8238	0x8238
舳	1-71-56	第2水準	U+8233	0x8233
艀	1-71-57	第2水準	U+8240	0x8240
艙	1-71-58	第2水準	U+8259	0x8259
艘	1-71-59	第2水準	U+8258	0x8258
艝	1-71-60	第2水準	U+825D	0x825D
艚	1-71-61	第2水準	U+825A	0x825A
艟	1-71-62	第2水準	U+825F	0x825F
艤	1-71-63	第2水準	U+8264	0x8264
艢	1-71-64	第2水準	U+8262	0x8262
艨	1-71-65	第2水準	U+8268	0x8268
艪	1-71-66	第2水準	U+826A	0x826A
艫	1-71-67	第2水準	U+826B	0x826B
舮	1-71-68	第2水準	U+822E	0x822E
艱	1-71-69	第2水準	U+8271	0x8271
艷	1-71-70	第2水準	U+8277	0x8277
艸	1-71-71	第2水準	U+8278	0x8278
艾	1-71-72	第2水準	U+827E	0x827E
芍	1-71-73	第2水準	U+828D	0x828D
芒	1-71-74	第2水準	U+8292	0x8292
芫	1-71-75	第2水準	U+82AB	0x82AB
芟	1-71-76	第2水準	U+829F	0x829F
芻	1-71-77	第2水準	U+82BB	0x82BB
芬	1-71-78	第2水準	U+82AC	0x82AC
苡	1-71-79	第2水準	U+82E1	0x82E1
苣	1-71-80	第2水準	U+82E3	0x82E3
苟	1-71-81	第2水準	U+82DF	0x82DF
苒	1-71-82	第2水準	U+82D2	0x82D2
苴	1-71-83	第2水準	U+82F4	0x82F4
苳	1-71-84	第2水準	U+82F3	0x82F3
苺	1-71-85	第2水準	U+82FA	0x82FA
莓	1-71-86	第2水準	U+8393	0x8393
范	1-71-87	第2水準	U+8303	0x8303
苻	1-71-88	第2水準	U+82FB	0x82FB
苹	1-71-89	第2水準	U+82F9	0x82F9
苞	1-71-90	第2水準	U+82DE	0x82DE
茆	1-71-91	第2水準	U+8306	0x8306
苜	1-71-92	第2水準	U+82DC	0x82DC
茉	1-71-93	第2水準	U+8309	0x8309
苙	1-71-94	第2水準	U+82D9	0x82D9
茵	1-72-01	第2水準	U+8335	0x8335
茴	1-72-02	第2水準	U+8334	0x8334
茖	1-72-03	第2水準	U+8316	0x8316
茲	1-72-04	第2水準	U+8332	0x8332
茱	1-72-05	第2水準	U+8331	0x8331
荀	1-72-06	第2水準	U+8340	0x8340
茹	1-72-07	第2水準	U+8339	0x8339
荐	1-72-08	第2水準	U+8350	0x8350
荅	1-72-09	第2水準	U+8345	0x8345
茯	1-72-10	第2水準	U+832F	0x832F
茫	1-72-11	第2水準	U+832B	0x832B
茗	1-72-12	第2水準	U+8317	0x8317
茘	1-72-13	第2水準	U+8318	0x8318
莅	1-72-14	第2水準	U+8385	0x8385
莚	1-72-15	第2水準	U+839A	0x839A
莪	1-72-16	第2水準	U+83AA	0x83AA
莟	1-72-17	第2水準	U+839F	0x839F
莢	1-72-18	第2水準	U+83A2	0x83A2
莖	1-72-19	第2水準	U+8396	0x8396
茣	1-72-20	第2水準	U+8323	0x8323
莎	1-72-21	第2水準	U+838E	0x838E
莇	1-72-22	第2水準	U+8387	0x8387
莊	1-72-23	第2水準	U+838A	0x838A
荼	1-72-24	第2水準	U+837C	0x837C
莵	1-72-25	第2水準	U+83B5	0x83B5
荳	1-72-26	第2水準	U+8373	0x8373
荵	1-72-27	第2水準	U+8375	0x8375
莠	1-72-28	第2水準	U+83A0	0x83A0
莉	1-72-29	第2水準	U+8389	0x8389
莨	1-72-30	第2水準	U+83A8	0x83A8
菴	1-72-31	第2水準	U+83F4	0x83F4
萓	1-72-32	第2水準	U+8413	0x8413
菫	1-72-33	第2水準	U+83EB	0x83EB
菎	1-72-34	第2水準	U+83CE	0x83CE
菽	1-72-35	第2水準	U+83FD	0x83FD
萃	1-72-36	第2水準	U+8403	0x8403
菘	1-72-37	第2水準	U+83D8	0x83D8
萋	1-72-38	第2水準	U+840B	0x840B
菁	1-72-39	第2水準	U+83C1	0x83C1
菷	1-72-40	第2水準	U+83F7	0x83F7
萇	1-72-41	第2水準	U+8407	0x8407
菠	1-72-42	第2水準	U+83E0	0x83E0
菲	1-72-43	第2水準	U+83F2	0x83F2
萍	1-72-44	第2水準	U+840D	0x840D
萢	1-72-45	第2水準	U+8422	0x8422
萠	1-72-46	第2水準	U+8420	0x8420
莽	1-72-47	第2水準	U+83BD	0x83BD
萸	1-72-48	第2水準	U+8438	0x8438
蔆	1-72-49	第2水準	U+8506	0x8506
菻	1-72-50	第2水準	U+83FB	0x83FB
葭	1-72-51	第2水準	U+846D	0x846D
萪	1-72-52	第2水準	U+842A	0x842A
萼	1-72-53	第2水準	U+843C	0x843C
蕚	1-72-54	第2水準	U+855A	0x855A
蒄	1-72-55	第2水準	U+8484	0x8484
葷	1-72-56	第2水準	U+8477	0x8477
葫	1-72-57	第2水準	U+846B	0x846B
蒭	1-72-58	第2水準	U+84AD	0x84AD
葮	1-72-59	第2水準	U+846E	0x846E
蒂	1-72-60	第2水準	U+8482	0x8482
葩	1-72-61	第2水準	U+8469	0x8469
葆	1-72-62	第2水準	U+8446	0x8446
萬	1-72-63	第2水準	U+842C	0x842C
葯	1-72-64	第2水準	U+846F	0x846F
葹	1-72-65	第2水準	U+8479	0x8479
萵	1-72-66	第2水準	U+8435	0x8435
蓊	1-72-67	第2水準	U+84CA	0x84CA
葢	1-72-68	第2水準	U+8462	0x8462
蒹	1-72-69	第2水準	U+84B9	0x84B9
蒿	1-72-70	第2水準	U+84BF	0x84BF
蒟	1-72-71	第2水準	U+849F	0x849F
蓙	1-72-72	第2水準	U+84D9	0x84D9
蓍	1-72-73	第2水準	U+84CD	0x84CD
蒻	1-72-74	第2水準	U+84BB	0x84BB
蓚	1-72-75	第2水準	U+84DA	0x84DA
蓐	1-72-76	第2水準	U+84D0	0x84D0
蓁	1-72-77	第2水準	U+84C1	0x84C1
蓆	1-72-78	第2水準	U+84C6	0x84C6
蓖	1-72-79	第2水準	U+84D6	0x84D6
蒡	1-72-80	第2水準	U+84A1	0x84A1
蔡	1-72-81	第2水準	U+8521	0x8521
蓿	1-72-82	第2水準	U+84FF	0x84FF
蓴	1-72-83	第2水準	U+84F4	0x84F4
蔗	1-72-84	第2水準	U+8517	0x8517
蔘	1-72-85	第2水準	U+8518	0x8518
蔬	1-72-86	第2水準	U+852C	0x852C
蔟	1-72-87	第2水準	U+851F	0x851F
蔕	1-72-88	第2水準	U+8515	0x8515
蔔	1-72-89	第2水準	U+8514	0x8514
蓼	1-72-90	第2水準	U+84FC	0x84FC
蕀	1-72-91	第2水準	U+8540	0x8540
蕣	1-72-92	第2水準	U+8563	0x8563
蕘	1-72-93	第2水準	U+8558	0x8558
蕈	1-72-94	第2水準	U+8548	0x8548
蕁	1-73-01	第2水準	U+8541	0x8541
蘂	1-73-02	第2水準	U+8602	0x8602
蕋	1-73-03	第2水準	U+854B	0x854B
蕕	1-73-04	第2水準	U+8555	0x8555
薀	1-73-05	第2水準	U+8580	0x8580
薤	1-73-06	第2水準	U+85A4	0x85A4
薈	1-73-07	第2水準	U+8588	0x8588
薑	1-73-08	第2水準	U+8591	0x8591
